,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
18282,34244534,09/04/2016 12:00:00 AM,09/15/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11215.0,220 17 STREET,17 STREET,PROSPECT EXPWY EB EN 17 ST,5 AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/04/2016 01:04:56 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/15/2016 12:00:00 AM,07 BROOKLYN,BROOKLYN,986522.0,181196.0,Unspecified,BROOKLYN,,,,,,,,40.664017595206474,-73.991810561074,"(40.66401759520648, -73.991810561074)"
18283,34244535,09/04/2016 12:00:00 AM,09/04/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10469.0,3022 PAULDING AVENUE,PAULDING AVENUE,ADEE AVENUE,BURKE AVENUE,,,ADDRESS,BRONX,,,Closed,10/04/2016 05:43:02 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/04/2016 05:49:10 PM,12 BRONX,BRONX,1023380.0,256254.0,Unspecified,BRONX,,,,,,,,40.869945802396565,-73.8585188106543,"(40.86994580239656, -73.85851881065429)"
18284,34244544,09/04/2016 12:00:00 AM,09/07/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11203.0,343 EAST   51 STREET,EAST   51 STREET,LINDEN BOULEVARD,CHURCH AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/04/2016 04:38:22 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2016 12:00:00 AM,17 BROOKLYN,BROOKLYN,1003806.0,177290.0,Unspecified,BROOKLYN,,,,,,,,40.653275181846624,-73.92952161228068,"(40.653275181846624, -73.92952161228067)"
18286,34244656,09/04/2016 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,1-2 Family Dwelling,11412.0,189-25 LEWISTON AVE,LEWISTON AVE,,,,,LATLONG,SAINT ALBANS,,,Assigned,10/04/2016 10:30:12 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/04/2016 12:00:00 AM,Unspecified QUEENS,QUEENS,1049380.0,194037.0,Unspecified,QUEENS,,,,,,,,40.69902383731729,-73.76511493825511,"(40.69902383731729, -73.76511493825511)"
18287,34244688,09/04/2016 12:00:00 AM,09/08/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10026.0,231 WEST 116TH STREET,WEST 116TH STREET,,,,,LATLONG,NEW YORK,,,Closed,10/04/2016 10:06:27 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/08/2016 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,996994.0,232252.0,Unspecified,MANHATTAN,,,,,,,,40.804144813289525,-73.9539674633165,"(40.80414481328952, -73.9539674633165)"
18289,34244760,09/04/2016 12:00:00 AM,09/07/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11203.0,345 EAST   51 STREET,EAST   51 STREET,LINDEN BOULEVARD,CHURCH AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/04/2016 11:30:32 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2016 12:00:00 AM,17 BROOKLYN,BROOKLYN,1003807.0,177276.0,Unspecified,BROOKLYN,,,,,,,,40.653236752704345,-73.92951804895242,"(40.65323675270434, -73.92951804895242)"
18290,34244875,09/04/2016 12:00:00 AM,10/04/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10306.0,264 CLAWSON STREET,CLAWSON STREET,BURBANK AVENUE,BACHE AVENUE,,,ADDRESS,STATEN ISLAND,,,Closed,10/04/2016 12:35:48 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/04/2016 12:00:00 AM,02 STATEN ISLAND,STATEN ISLAND,953603.0,148026.0,Unspecified,STATEN ISLAND,,,,,,,,40.5729201681325,-74.11031668348727,"(40.5729201681325, -74.11031668348726)"
18291,34244963,09/04/2016 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11220.0,824 49TH STREET,49TH STREET,,,,,LATLONG,BROOKLYN,,,Assigned,10/04/2016 10:31:12 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/12/2016 08:59:18 AM,Unspecified BROOKLYN,BROOKLYN,983511.0,172855.0,Unspecified,BROOKLYN,,,,,,,,40.641123628602095,-74.00266281642791,"(40.64112362860209, -74.00266281642791)"
18293,34245050,09/04/2016 12:00:00 AM,10/26/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,Other (Explain Below),10306.0,3216-3228 HYLAN BOULEVARD,HYLAN BOULEVARD,,,,,LATLONG,STATEN ISLAND,,,Closed,10/04/2016 12:37:58 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/26/2016 12:00:00 AM,Unspecified STATEN ISLAND,STATEN ISLAND,948885.0,142314.0,Unspecified,STATEN ISLAND,,,,,,,,40.55722428731398,-74.127269661523,"(40.55722428731398, -74.127269661523)"
18294,34245100,09/04/2016 12:00:00 AM,09/08/2016 06:39:35 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Mixed Use Building,10030.0,137 WEST  137 STREET,WEST  137 STREET,LENOX AVENUE,7 AVENUE,,,ADDRESS,NEW YORK,,,Closed,10/04/2016 10:44:59 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/08/2016 06:39:35 PM,10 MANHATTAN,MANHATTAN,1000563.0,236536.0,Unspecified,MANHATTAN,,,,,,,,40.8158973333669,-73.94106548939487,"(40.8158973333669, -73.94106548939487)"
18295,34245101,09/04/2016 12:00:00 AM,09/08/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10028.0,1420 3 AVENUE,3 AVENUE,EAST 80 STREET,EAST 81 STREET,,,ADDRESS,NEW YORK,,,Closed,10/04/2016 09:16:30 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/08/2016 12:00:00 AM,08 MANHATTAN,MANHATTAN,996286.0,221754.0,Unspecified,MANHATTAN,,,,,,,,40.77533162002953,-73.95654363776066,"(40.775331620029526, -73.95654363776066)"
18296,34245183,09/04/2016 12:00:00 AM,09/23/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Parking Lot/Garage,10310.0,1106 FOREST AVENUE,FOREST AVENUE,MANOR ROAD,GREENLEAF AVENUE,,,ADDRESS,STATEN ISLAND,,,Closed,10/04/2016 09:47:45 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/23/2016 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,949154.0,167704.0,Unspecified,STATEN ISLAND,,,,,,,,40.626915738027634,-74.1264334820743,"(40.626915738027634, -74.12643348207429)"
18297,34245223,09/04/2016 12:00:00 AM,09/18/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11201.0,394 HENRY STREET,HENRY STREET,WARREN STREET,BALTIC STREET,,,ADDRESS,BROOKLYN,,,Closed,10/04/2016 08:45:52 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/18/2016 12:00:00 AM,06 BROOKLYN,BROOKLYN,984877.0,189808.0,Unspecified,BROOKLYN,,,,,,,,40.68765586313961,-73.99773917320097,"(40.68765586313961, -73.99773917320097)"
18298,34245235,09/04/2016 12:00:00 AM,09/04/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,10035.0,59 EAST 126TH STREET,EAST 126TH STREET,,,,,LATLONG,NEW YORK,,,Closed,10/04/2016 02:56:13 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/04/2016 02:58:52 PM,Unspecified MANHATTAN,MANHATTAN,1001151.0,232980.0,Unspecified,MANHATTAN,,,,,,,,40.806135998590634,-73.93895015664536,"(40.80613599859063, -73.93895015664536)"
18299,34245236,09/04/2016 12:00:00 AM,09/07/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11208.0,128 MONTAUK AVENUE,MONTAUK AVENUE,LIBERTY AVENUE,GLENMORE AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/04/2016 03:40:23 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2016 12:00:00 AM,05 BROOKLYN,BROOKLYN,1017953.0,185700.0,Unspecified,BROOKLYN,,,,,,,,40.67631620202235,-73.87849487367895,"(40.67631620202235, -73.87849487367895)"
18300,34245237,09/04/2016 12:00:00 AM,09/04/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10462.0,2135 WALLACE AVENUE,WALLACE AVENUE,BRADY AVENUE,LYDIG AVENUE,,,ADDRESS,BRONX,,,Closed,10/04/2016 01:54:17 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/04/2016 01:58:12 PM,11 BRONX,BRONX,1021642.0,250456.0,Unspecified,BRONX,,,,,,,,40.85403959395372,-73.86483518334026,"(40.854039593953715, -73.86483518334026)"
18301,34245413,09/04/2016 12:00:00 AM,09/04/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11235.0,3100 BRIGHTON    2 STREET,BRIGHTON    2 STREET,BRIGHTON BEACH AVENUE,BRIGHTWATER COURT,,,ADDRESS,BROOKLYN,,,Closed,10/04/2016 11:34:57 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/04/2016 11:36:49 AM,13 BROOKLYN,BROOKLYN,993971.0,149233.0,Unspecified,BROOKLYN,,,,,,,,40.57628078577156,-73.96500661788059,"(40.57628078577156, -73.96500661788059)"
18302,34245445,09/04/2016 12:00:00 AM,09/18/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238.0,458 CARLTON AVENUE,CARLTON AVENUE,FULTON STREET,ATLANTIC AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/04/2016 10:13:24 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/18/2016 12:00:00 AM,02 BROOKLYN,BROOKLYN,992292.0,188400.0,Unspecified,BROOKLYN,,,,,,,,40.68378759407228,-73.97100396370847,"(40.68378759407228, -73.97100396370847)"
18304,34245825,09/04/2016 12:00:00 AM,09/27/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11385.0,70-43 66TH STREET,66TH STREET,,,,,LATLONG,RIDGEWOOD,,,Closed,10/04/2016 08:14:48 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/27/2016 12:00:00 AM,Unspecified QUEENS,QUEENS,1014962.0,195611.0,Unspecified,QUEENS,,,,,,,,40.70353047601232,-73.88923275048145,"(40.70353047601232, -73.88923275048145)"
18305,34245879,09/04/2016 12:00:00 AM,09/08/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10037.0,,,,,5 AVENUE,EAST 132 STREET,INTERSECTION,NEW YORK,,,Closed,10/04/2016 08:55:27 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/08/2016 12:00:00 AM,10 MANHATTAN,MANHATTAN,1001131.0,234700.0,Unspecified,MANHATTAN,,,,,,,,40.810856959610895,-73.93901807543189,"(40.8108569596109, -73.93901807543189)"
18307,34245941,09/04/2016 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11220.0,824 49TH STREET,49TH STREET,,,,,LATLONG,BROOKLYN,,,Assigned,10/04/2016 10:29:47 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/12/2016 08:59:18 AM,Unspecified BROOKLYN,BROOKLYN,983511.0,172855.0,Unspecified,BROOKLYN,,,,,,,,40.641123628602095,-74.00266281642791,"(40.64112362860209, -74.00266281642791)"
18308,34245942,09/04/2016 12:00:00 AM,09/08/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11217.0,160 WYCKOFF STREET,WYCKOFF STREET,,,,,LATLONG,BROOKLYN,,,Closed,10/04/2016 11:01:28 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/08/2016 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,987611.0,188685.0,Unspecified,BROOKLYN,,,,,,,,40.684572869240775,-73.98788151900473,"(40.68457286924077, -73.98788151900474)"
18309,34245955,09/04/2016 12:00:00 AM,09/08/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10026.0,,,,,MANHATTAN AVENUE,WEST 118 STREET,INTERSECTION,NEW YORK,,,Closed,10/04/2016 04:50:49 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/08/2016 12:00:00 AM,10 MANHATTAN,MANHATTAN,996467.0,233050.0,Unspecified,MANHATTAN,,,,,,,,40.80633584769022,-73.95586958482606,"(40.80633584769022, -73.95586958482606)"
18310,34245956,09/04/2016 12:00:00 AM,09/08/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10031.0,1580 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST 138 STREET,WEST 139 STREET,,,ADDRESS,NEW YORK,,,Closed,10/04/2016 12:51:02 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/08/2016 12:00:00 AM,09 MANHATTAN,MANHATTAN,997903.0,238415.0,Unspecified,MANHATTAN,,,,,,,,40.82105917061735,-73.9506715337886,"(40.821059170617346, -73.9506715337886)"
18311,34245957,09/04/2016 12:00:00 AM,09/04/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11216.0,25 HERKIMER STREET,HERKIMER STREET,BEDFORD AVENUE,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/04/2016 07:29:51 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/04/2016 07:37:00 PM,03 BROOKLYN,BROOKLYN,997533.0,186943.0,Unspecified,BROOKLYN,,,,,,,,40.67978214757999,-73.95211001878651,"(40.679782147579985, -73.95211001878651)"
18312,34246072,09/04/2016 12:00:00 AM,11/04/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10305.0,,,,,WINDERMERE ROAD,HYLAN BOULEVARD,INTERSECTION,STATEN ISLAND,,,Closed,10/04/2016 08:07:07 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,11/04/2016 12:00:00 AM,02 STATEN ISLAND,STATEN ISLAND,963446.0,159056.0,Unspecified,STATEN ISLAND,,,,,,,,40.60322386692858,-74.07491988228557,"(40.60322386692858, -74.07491988228557)"
18313,34246073,09/04/2016 12:00:00 AM,09/04/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,11207.0,59 SCHAEFER STREET,SCHAEFER STREET,BUSHWICK AVENUE,EVERGREEN AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/04/2016 05:24:01 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/04/2016 05:31:16 PM,04 BROOKLYN,BROOKLYN,1008873.0,189304.0,Unspecified,BROOKLYN,,,,,,,,40.68623827101862,-73.91121664380044,"(40.68623827101862, -73.91121664380044)"
